Address,NERD Amount
0x74734212d3b18Ca3BF658f9ee713dC3B9Ca16EAE,2.9592
0x76Dd55b825e0Ded5C4188f6b8da445cB85371b43,0.9700
0x77884B7aEaCcbf1B8A0C5a33E254391b9B49eA8e,0.9702
0x78E86BAb5453213841b10cD427c9b77Ef82C329a,29.1160
0x79344aD55095ee7dB4aa903D232ff480442DEBd3,2.4625
0x7BC4AF884a606584390D192A83192a1D06A0DDDA,26.0083
0x7C72835870d5CA4A6c3Ce2A304b2AA9D542F0620,5.8006
0x7D4B137d10Fc2cd8e4dA9408029c4669C3C2ddB0,1.9700
0x7Dc445E2B251e82bd45A4401e72Cf60b6B4a13aB,5.4934
0x7F5a1AFefe061395bDaD9256251D16B70Ea27733,3.8749
0x7b01c765e9c24775d842bf84bf31096bfc323c8b,2.0978
0x7b412b1E7a421935b3765060F63568E17ad1639d,34.5012
0x7da08fba7a69c67c0d06fd433af0c53f9c75cee8,1.8057
0x7f3b0E4Cd302e8c8B93C5b01295A42fA6218BEE0,1.3339
0x80398CB92256Aa5A94c61135f58e01E0a4593f48,9.7000
0x8237Dd9b0D445A9cb1782f7c2360DC8558272dcE,102.9334
0x829EeE1Ab4B21b3abD4b11b2951a03FbE16a3A97,17.0815
0x83fF51f24949c959CACb80d1A34CB313b276C506,20.0060
0x84643c18C3a430CBA8dF378a83281DBDA16a9733,0.9409
0x8497dE39FE16632Ea8552ff6D579E9B2d767AD8A,0.9127
0x85dcf31b3e9fb09dcf16e2f748c1c60a1a0fb0ba,3.3931
0x87e03d3fA0E0C2bAAd669d0C4EF5d8B52D086625,14.5840
0x8821Cb75d18cBCfB7009adf90cBC391bB83929D7,50.2852
0x8A5E249Ba28C6f6492778c8850CE25EDD4A2862D,1.9585
0x8DBdD3AcFA928f4131bEA660371206b5d80DfA82,1.0088
0x8Dd867135e5b57C22F6c482795fc0b89F0a2A6d2,11.6400
0x8bb0365C86532C5c8B3dD8ecfBA74d6e290Fe685,11.7613
0x8cCDa2A7d4ACbB099Da8b74adeaD429c991E9332,3.5308
0x8d32D75ab6F464eAb24eCefEAd84406Ab03bB6f2,11.4918
0x8f5F266716a2bEbBC5CD54b63852F831D2F75aEE,11.6885
0x90f1b072Eb7da8eF56A68D39D5eD42C0C14833d1,1.7775
0x9206d381cD0f0Fc4a6BD0e2c4AeF6364CB74b9c2,25.3700
0x94C7a04718B5E0Df1489d618f8B1f224473560D1,0.2377
0x94c456009cBe9c2b45EF3519127Bcb6Faf5bAA57,10.3888
0x9502E1Eb03a5875a5ED91f6Cb90119cCa667b031,4.7279
0x950565c1D1Fb4732178161d5E07B45A656a080D3,0.0985
0x95FB57660160e6BBbDd8C51ee49bccb8f02D8232,10.3350
0x961f4A36510cbB4ee58EE8FEaf65DC7E36A8e892,7.4877
0x96427109835D2CB6ba483A351C576B127Cb28a41,28.2270
0x97ea266beEcB12dD8060C4e010fD9cA9AF41b840,4.1718
0x98B75A85105f88bBc581c893d3e5b56C57e53f63,81.2323
0x994595446a48c024684D1EFE0c27053b3f03742b,11.2010
0x9Aa0329ab6e9ec9fc5A05F44aa2A6E99Bd7789e9,109.1444
0x9ab97cb816010CF1aBe8e67f6Cfc56CE3BE917A3,174.9395
0x9b12d0C99B71efA67D73Da8691820e9D76B37AbF,3.3853
0x9bB682E843F0AF37DeA873c60Db9549545Dc5741,3.8800
0xA1686a5D9802C7FC0bb291eC6F51c8065d728DA4,2.9100
0xA9cF5d3d80Bef1314DE8F3d9B52D92B086c22499,4.5371
0xAA1Faee08844A8E1952C0ffEF67aa1EF6e357081,4.4131
0xAC8b79876fCEC5A6B46a4977Cbb0dEe20883E2c7,4.7384
0xAaa3bDc6563c144eCC0222a7eFBE88aB9Da54C28,7.8679
0xAbb411F9d31Fcf221f8750cD88A04ca310000AE9,10.6700
0xAf63977A00d25a301C21D4AD076BC10dA23f6f63,25.7651
0xB30ae0cc41b3d255781de7c426B1B6dA2C2a2d76,9.8500
0xB4A2f66c76821CDCE5C5e5e05E5c35C912C285b9,17.7140
0xB52f7D2C7267A4BeA0167958df7e80fFC0c2e488,100.6763
0xB91e562F080A0deDEF9D14Fa0Ba28475068752d7,105.2088
0xBbe78880EE96F4Df30E71626439Be803e7baF95C,10.6404
0xC08E6597658352a16974d996C245bE8110248E1e,25.8748
0xC217250fE9048FaeFC2F79E26f393A2741B0c672,42.1756
0xC70F954Fa5575DcA91Ab87F9e3950b7c014eD1eC,6.4345
0xC89E49781a92B50F45bfBEa99A016840A61d039c,2.9412
0xC8B6b7548d644B2688A91FecB36F4C8E8EB6c1A1,4.4161
0xC93e7FEc09E54ECbbAE66754159989E44FB12aD2,3.2204
0xCbe2c22413Bc89E11D9854E90104EE098eAee61E,18.4300
0xD125b8c924Ae30945A20f7cC471D87B80BFff2b0,51.1352
0xD221244685Aa917080c3F33A36A7a0D4617eDAE5,10.6725
0xD2Afb8e6593e812f77c90A1BF6AD0A1C51969a0a,116.4000
0xD321aeEf7131D986C500f3dfC220c3a67AcF7BC2,4.8500
0xD3237b6C2CEE115DB0D4bfEF4789F6b3373584c8,29.1000
0xD69f170D82DE974cff7E81E6aB4Bb09A90dA71eb,5.9100
0xD6F7aF0285068E3745F39607b9AA5F81fed7A6BB,1.1169
0xD6ee257dC510fF6682fa54689D87ace46c8C79Cf,2.4250
0xDf3214b148b715d53f2579bBD2bC75Ff2074A4BC,3.7765
0xE1EB610DFCB08EE6a70712305f022c486B676111,26.2972
0xE46b3C084a97aC37c49b8c4CeF15Db1b30e639E1,3.4176
0xEA4f4C53646Bd30Dabb0BF89a043239B92d0cCF0,26.0653
0xED04d3792C439b8Af827B3e46EE626827De53Db5,25.2259
0xEd03D5D86a113de246bB8C063401554F41108183,7.4981
0xEdF0AB86f9Ac8878E7EBc40cf10B4BaD96477b14,0.9700
0xEed3d639BFB1D0C4055B7aaaACAf15CcB6E41881,0.9857
0xF70E7013D4eDD78698447bfB58696e7f386BC67C,51.9050
0xF73B80B959Dc6E3EE284d40E884a9E7fc4Af7685,5.9644
0xF7B10D603907658F690Da534E9b7dbC4dAB3E2D6,4.5943
0xF84a3d0E725E2712F93e0Db9560c603cC645451a,11.5407
0xFD53817F370F4D14B590C14Fa40cC5BC770F57D6,6.9941
0xFb8335f09904A761a49C9c1C9b1308AC0A3D780D,10.6980
0xFe844530c08ffD37B5129860ff00eb24694a020B,0.9702
0xaB99345164960Ec8c3d547cb241350A0749F8110,1.9400
0xb0B98E0b385F0EeB06B17109c75578E33B5Df8cB,1.9535
0xb2C5AE080a236fE89A87fDbd1F9D58aD4b57c6B2,107.1656
0xbBEAc29A1125e7C994B5C1749dd12045682F9467,47.9937
0xbBb9861C95a347953CA9f3918Ad3dCf6E6474551,6.5766
0xbC627254fa9e73117cb70E1D4Eed610Ba0a9DE0D,1.9179
0xbEacB6DEe5E96e7aEAAb8E33bE481d7A77930734,1.0961
0xc1E3cAD12B054351Ef1EeCc8B539156cdc0B9587,9.6515
0xc1c149384A52F8a08a16273544360441618f1c66,1.3363
0xc1cAd6df277106222Dd45cF5B0300fBd4d1193D5,101.3517
0xcAA654125AD2e1840c53964F2A7896688fCa12e9,1.8818
0xce9f2952F203CEEdd1c3E8E8A5a23B4ff0823E60,0.9603
0xd265408112fdD1eEdAb2E5Ae5d137a90313574bD,4.8500
0xd47014FE3De24632AA4D42eDE82111f6A32cA1A3,123.0694
0xd4cF19f76addb489d079D0f60F41D6E91E7c79E1,35.8092
0xd5a9C4a92dDE274e126f82b215Fccb511147Cd8e,10.2640
0xd61414451bE387Ef52A34BCdFe4E6684e2e8B438,57.7642
0xd6347718074C3AE835a49ce31e293860b415813f,11.3842
0xd90E130b3FCe542ac1190D061De57A29eD661Fd0,0.2359
0xdC133816529CB58177d9bc8b55E4b523673b84FB,10.9150
0xdCcFa6CD11EC6F2e6F5a9d8aEfB47d25da9FCd4F,8.8769
0xdE534F774aA84e9De649284574810B06daCf9d40,0.9409
0xe02A1070699632B1A7a8bDF68C95C2bA79014AE0,1.8103
0xe13c9eC160bEB603D3E679F975222581224cfdb4,10.3425
0xe2B698C2e39870a29218fff12C20a3E87784D71B,10.6380
0xe37bc9d6CDd0996b1ACE7345305FBe4a8584F0A3,44.3094
0xe6181bDb6e75ccCa82D2e7C105F26DC67090099a,1.1296
0xeC29aF01A2C4f8FEfe3Ffc3c7b35Ef3B93608998,10.5509
0xeCbc03D79F44BcF0b26c002330e217FA1113D821,1.2811
0xeEa1DF0EF4E90154fC893503c5F05c30bBD4e885,9.7000
0xea12735deA23d7Ad19ab9c5467aEc829dbeb650d,10.5696
0xec85Ce4C8cF4210E25345531929b800aE31D9F79,1.5281
0xf15c904BE762B110e29946322fe2a7d9990ceC9A,1.1880
0xf74Ea9CC99939b4dd097f8B035f26228C993Ed91,11.5260
0xf78b07fb40509eDf18aB807648b832348380256e,23.7650
0xf7Db1796EE8603f3a5De43793581E038027fB9fb,4.9250
0xffBbA779b07ff7d006A4BA63f0E0ac770371C789,3.8800
